,age,education,hours-per-week,workclass_Private,workclass_Public,workclass_Self-emp,marital-status_Married,marital-status_Single,race_Amer-Indian,race_Asian,race_Black,race_Hispanic,race_White,sex_Female,sex_Male,income_<=50K,income_>50K
4523,31,13,70,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4524,47,13,60,0,0,1,1,0,0,0,0,0,1,0,1,1,0
4525,60,9,42,0,0,1,1,0,0,0,0,0,1,0,1,0,1
4526,75,13,24,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4527,43,10,40,0,1,0,1,0,0,0,0,0,1,0,1,1,0
4528,18,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4529,25,13,40,1,0,0,0,1,0,1,0,0,0,1,0,1,0
4530,20,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4531,32,9,50,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4532,57,13,20,0,0,1,1,0,0,0,0,0,1,0,1,1,0
4533,43,10,60,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4534,18,9,40,0,0,1,0,1,0,0,0,0,1,0,1,1,0
4535,41,13,40,0,1,0,0,1,0,0,1,0,0,1,0,1,0
4536,48,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4537,35,9,90,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4538,41,11,40,0,1,0,1,0,0,0,0,0,1,0,1,1,0
4539,23,9,20,1,0,0,0,1,0,0,1,0,0,1,0,1,0
4540,32,13,45,0,1,0,1,0,0,0,0,0,1,0,1,0,1
4541,33,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4542,58,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4543,22,10,65,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4544,33,10,50,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4545,42,15,38,0,0,1,1,0,0,0,0,0,1,0,1,0,1
4546,25,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4547,39,9,50,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4548,35,13,45,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4549,50,10,38,1,0,0,1,0,0,0,0,0,1,1,0,0,1
4550,38,14,50,0,1,0,1,0,0,0,0,0,1,0,1,0,1
4551,25,13,40,0,1,0,0,1,0,0,0,0,1,0,1,1,0
4552,47,10,40,0,1,0,0,1,0,0,1,0,0,1,0,1,0
4553,46,10,40,1,0,0,1,0,0,0,0,0,1,1,0,0,1
4554,42,12,40,0,1,0,0,1,0,0,1,0,0,0,1,1,0
4555,37,7,60,1,0,0,0,1,0,0,0,0,1,0,1,0,1
4556,25,13,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4557,29,6,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4558,26,10,45,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4559,45,13,40,0,0,1,1,0,0,0,0,0,1,0,1,0,1
4560,34,9,30,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4561,33,12,40,0,1,0,0,1,0,0,1,0,0,1,0,1,0
4562,43,13,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4563,28,9,45,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4564,51,10,75,0,0,1,1,0,0,0,0,0,1,0,1,1,0
4565,21,10,35,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4566,23,12,35,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4567,30,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4568,46,14,45,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4569,38,9,50,0,0,1,0,1,0,0,0,0,1,0,1,1,0
4570,38,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4571,36,13,50,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4572,37,15,50,0,0,1,1,0,0,0,0,0,1,0,1,0,1
4573,44,14,42,0,1,0,0,1,0,0,0,0,1,0,1,1,0
4574,33,9,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4575,45,13,40,0,1,0,0,1,0,0,0,0,1,0,1,1,0
4576,47,10,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4577,54,9,40,1,0,0,1,0,0,1,0,0,0,0,1,0,1
4578,17,6,30,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4579,43,9,36,1,0,0,1,0,0,0,0,0,1,1,0,0,1
4580,45,13,50,1,0,0,1,0,0,0,0,0,1,1,0,0,1
4581,37,10,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4582,44,11,40,0,1,0,1,0,0,0,0,0,1,0,1,0,1
4583,55,14,50,0,1,0,1,0,0,0,0,0,1,1,0,1,0
4584,41,9,48,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4585,23,13,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4586,38,10,40,1,0,0,0,1,0,0,1,0,0,1,0,1,0
4587,23,13,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4588,35,9,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4589,18,7,20,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4590,47,11,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4591,25,10,8,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4592,41,9,50,0,0,1,1,0,0,0,0,0,1,0,1,1,0
4593,23,10,24,1,0,0,0,1,0,1,0,0,0,1,0,1,0
4594,38,9,40,1,0,0,1,0,0,0,0,0,1,1,0,1,0
4595,26,10,50,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4596,30,10,40,0,1,0,0,1,0,0,0,0,1,0,1,1,0
4597,42,10,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4598,35,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4599,29,10,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4600,21,10,15,1,0,0,1,0,0,0,0,0,1,1,0,1,0
4601,48,14,40,0,1,0,0,1,0,0,0,0,1,0,1,0,1
4602,44,9,60,0,0,1,0,1,0,0,0,0,1,0,1,1,0
4603,34,5,40,0,1,0,0,1,0,0,0,0,1,0,1,1,0
4604,19,9,25,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4605,32,10,40,1,0,0,0,1,0,0,0,0,1,0,1,0,1
4606,31,12,40,0,1,0,0,1,0,0,1,0,0,1,0,1,0
4607,25,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4608,47,9,40,0,1,0,1,0,0,0,1,0,0,0,1,0,1
4609,46,7,40,0,1,0,1,0,0,0,0,0,1,1,0,1,0
4610,18,8,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4611,31,10,20,1,0,0,1,0,0,0,0,0,1,1,0,1,0
4612,28,9,40,0,1,0,1,0,0,0,0,0,1,1,0,1,0
4613,38,9,48,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4614,38,9,40,0,0,1,1,0,0,0,0,0,1,0,1,0,1
4615,41,11,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4616,46,10,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4617,38,10,44,0,1,0,1,0,0,0,0,0,1,0,1,1,0
4618,24,13,60,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4619,49,9,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4620,60,10,40,0,1,0,0,1,1,0,0,0,0,1,0,1,0
4621,44,13,60,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4622,63,11,40,0,0,1,1,0,0,0,0,0,1,0,1,0,1
4623,40,9,60,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4624,45,10,50,0,0,1,1,0,0,0,0,0,1,0,1,0,1
4625,49,10,50,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4626,36,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4627,65,9,8,0,1,0,1,0,0,0,0,0,1,0,1,1,0
4628,41,13,20,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4629,25,14,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4630,60,11,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4631,17,7,20,0,1,0,0,1,0,0,0,0,1,1,0,1,0
4632,28,12,16,1,0,0,1,0,0,0,0,0,1,1,0,0,1
4633,38,12,50,1,0,0,0,1,0,0,0,1,0,0,1,1,0
4634,47,14,35,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4635,45,10,45,0,0,1,1,0,0,0,0,0,1,0,1,1,0
4636,51,13,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4637,23,9,40,1,0,0,0,1,0,0,1,0,0,0,1,1,0
4638,44,14,60,0,0,1,1,0,0,0,0,0,1,1,0,0,1
4639,34,9,50,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4640,19,10,10,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4641,46,9,40,0,1,0,1,0,0,0,0,0,1,0,1,1,0
4642,30,16,40,1,0,0,1,0,0,1,0,0,0,0,1,0,1
4643,37,6,35,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4644,56,15,45,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4645,29,9,45,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4646,46,14,50,0,0,1,1,0,0,0,0,0,1,0,1,0,1
4647,55,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4648,45,13,48,1,0,0,0,1,0,0,0,0,1,0,1,0,1
4649,34,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4650,41,13,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4651,34,15,50,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4652,27,9,40,1,0,0,0,1,0,0,1,0,0,0,1,1,0
4653,29,10,37,1,0,0,0,1,0,0,1,0,0,0,1,1,0
4654,19,8,30,0,1,0,0,1,0,0,0,0,1,1,0,1,0
4655,47,13,40,0,1,0,1,0,0,0,0,0,1,0,1,1,0
4656,43,10,50,0,0,1,1,0,0,0,0,0,1,0,1,0,1
4657,52,11,60,1,0,0,0,1,0,0,1,0,0,1,0,1,0
4658,33,12,60,0,0,1,0,1,0,0,0,0,1,0,1,1,0
4659,29,5,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4660,23,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4661,23,10,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4662,39,13,60,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4663,43,3,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4664,31,9,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4665,47,9,40,0,0,1,1,0,0,0,0,0,1,0,1,0,1
4666,26,9,60,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4667,58,10,55,0,1,0,0,1,0,0,0,0,1,1,0,1,0
4668,47,15,50,0,0,1,0,1,0,0,0,0,1,0,1,0,1
4669,55,13,38,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4670,26,9,40,1,0,0,1,0,0,0,0,0,1,1,0,1,0
4671,28,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4672,36,9,40,1,0,0,1,0,0,0,1,0,0,0,1,1,0
4673,40,9,50,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4674,19,7,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4675,63,13,40,0,0,1,1,0,0,0,0,0,1,0,1,0,1
4676,42,13,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4677,76,5,13,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4678,23,11,40,0,1,0,0,1,0,0,0,0,1,1,0,1,0
4679,38,3,40,0,0,1,0,1,0,0,0,0,1,0,1,1,0
4680,33,14,30,0,1,0,0,1,0,1,0,0,0,0,1,1,0
4681,48,14,40,0,1,0,1,0,0,0,0,0,1,0,1,0,1
4682,56,10,40,1,0,0,0,1,0,0,0,0,1,0,1,0,1
4683,32,9,40,1,0,0,1,0,0,0,1,0,0,0,1,1,0
4684,44,10,25,0,1,0,0,1,0,0,0,0,1,1,0,1,0
4685,27,9,40,1,0,0,0,1,0,0,1,0,0,1,0,1,0
4686,33,10,50,0,1,0,0,1,0,0,0,0,1,0,1,1,0
4687,22,3,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4688,44,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4689,42,9,60,1,0,0,1,0,1,0,0,0,0,0,1,1,0
4690,34,10,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4691,45,9,40,0,1,0,1,0,0,0,0,0,1,0,1,1,0
4692,57,9,40,0,0,1,1,0,0,0,0,0,1,0,1,1,0
4693,59,13,40,0,1,0,1,0,0,0,0,0,1,0,1,0,1
4694,33,10,40,0,1,0,1,0,0,0,1,0,0,1,0,0,1
4695,52,9,49,1,0,0,1,0,0,0,0,1,0,0,1,1,0
4696,17,8,15,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4697,29,9,30,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4698,63,13,30,0,0,1,1,0,0,0,0,0,1,0,1,0,1
4699,20,10,24,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4700,42,15,50,0,0,1,1,0,0,0,0,0,1,0,1,0,1
4701,50,9,50,0,0,1,1,0,0,0,0,0,1,0,1,1,0
4702,55,9,30,1,0,0,1,0,0,0,0,0,1,1,0,1,0
4703,27,12,25,1,0,0,1,0,0,0,1,0,0,1,0,1,0
4704,28,13,45,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4705,55,11,45,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4706,44,10,40,0,1,0,1,0,0,0,0,0,1,0,1,1,0
4707,53,10,40,0,1,0,0,1,0,0,0,0,1,1,0,1,0
4708,23,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4709,25,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4710,44,13,40,0,1,0,0,1,0,0,0,0,1,1,0,1,0
4711,55,14,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4712,48,10,35,0,0,1,1,0,0,0,0,0,1,0,1,0,1
4713,46,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4714,26,10,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4715,30,4,45,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4716,32,14,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4717,52,9,48,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4718,52,9,50,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4719,39,9,47,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4720,57,13,40,0,1,0,1,0,0,0,0,0,1,0,1,0,1
4721,21,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4722,22,10,10,0,1,0,0,1,0,0,0,0,1,0,1,1,0
4723,26,10,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4724,26,10,40,0,1,0,1,0,0,0,0,0,1,0,1,1,0
4725,44,11,40,1,0,0,1,0,0,0,1,0,0,0,1,0,1
4726,42,10,30,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4727,40,10,43,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4728,38,7,45,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4729,62,9,45,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4730,44,10,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4731,38,2,40,0,0,1,1,0,0,0,0,0,1,0,1,1,0
4732,45,9,50,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4733,18,7,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4734,32,10,40,0,1,0,0,1,0,0,0,0,1,0,1,1,0
4735,33,16,60,1,0,0,0,1,0,0,0,0,1,1,0,0,1
4736,20,10,15,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4737,68,9,20,0,0,1,1,0,0,0,0,0,1,0,1,1,0
4738,61,4,50,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4739,48,16,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4740,45,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4741,36,9,40,0,0,1,1,0,0,0,0,0,1,1,0,0,1
4742,32,9,32,0,1,0,0,1,0,0,1,0,0,1,0,1,0
4743,35,13,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4744,39,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4745,53,4,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4746,30,10,16,1,0,0,0,1,0,0,1,0,0,1,0,1,0
4747,37,9,40,1,0,0,0,1,0,1,0,0,0,0,1,1,0
4748,40,13,45,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4749,25,10,40,1,0,0,0,1,0,0,1,0,0,1,0,1,0
4750,41,9,60,1,0,0,0,1,0,0,1,0,0,1,0,1,0
4751,52,9,98,0,0,1,1,0,0,0,0,0,1,0,1,0,1
4752,33,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4753,28,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4754,25,9,40,0,0,1,1,0,0,0,0,0,1,0,1,0,1
4755,53,10,55,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4756,44,2,10,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4757,35,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4758,38,10,58,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4759,34,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4760,33,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4761,24,10,45,0,1,0,1,0,0,0,0,0,1,1,0,1,0
4762,65,9,25,0,1,0,1,0,0,0,1,0,0,1,0,1,0
4763,29,12,60,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4764,39,15,65,0,0,1,1,0,0,0,0,0,1,0,1,0,1
4765,46,10,40,0,1,0,1,0,0,0,0,0,1,0,1,0,1
4766,37,4,60,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4767,47,14,47,0,1,0,1,0,0,0,0,0,1,0,1,0,1
4768,62,10,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4769,54,9,60,0,0,1,1,0,0,0,0,0,1,0,1,1,0
4770,90,10,35,1,0,0,0,1,0,1,0,0,0,0,1,1,0
4771,33,12,20,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4772,57,10,45,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4773,25,12,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4774,44,10,50,0,0,1,1,0,0,0,0,0,1,0,1,0,1
4775,52,13,50,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4776,21,10,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4777,31,9,18,1,0,0,0,1,0,0,1,0,0,0,1,1,0
4778,39,14,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4779,59,9,40,0,1,0,1,0,0,0,0,0,1,1,0,1,0
4780,29,9,55,0,0,1,1,0,0,0,0,0,1,0,1,1,0
4781,49,4,45,1,0,0,0,1,0,0,1,0,0,0,1,1,0
4782,34,5,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4783,22,13,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4784,32,13,40,1,0,0,1,0,0,0,0,1,0,0,1,1,0
4785,39,9,40,0,1,0,0,1,0,0,1,0,0,1,0,1,0
4786,46,14,60,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4787,50,9,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4788,34,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4789,28,14,55,0,1,0,1,0,0,0,0,0,1,1,0,1,0
4790,18,8,24,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4791,20,9,30,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4792,20,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4793,55,11,38,0,1,0,1,0,1,0,0,0,0,1,0,1,0
4794,22,10,40,1,0,0,0,1,0,0,1,0,0,1,0,1,0
4795,60,14,40,0,0,1,1,0,0,0,0,0,1,0,1,1,0
4796,40,6,50,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4797,47,10,30,0,1,0,1,0,0,0,0,0,1,1,0,1,0
4798,23,13,35,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4799,57,9,40,0,1,0,1,0,0,0,0,0,1,1,0,1,0
4800,52,7,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4801,42,4,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4802,25,12,20,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4803,49,9,40,0,0,1,1,0,0,0,0,0,1,1,0,0,1
4804,41,10,40,0,1,0,0,1,0,0,0,0,1,0,1,1,0
4805,40,11,30,0,1,0,1,0,0,0,1,0,0,0,1,1,0
4806,38,13,55,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4807,58,9,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4808,26,13,35,1,0,0,0,1,0,0,1,0,0,1,0,1,0
4809,57,6,70,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4810,28,9,60,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4811,42,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4812,28,10,55,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4813,39,5,40,0,0,1,1,0,0,0,0,0,1,0,1,1,0
4814,28,9,40,1,0,0,1,0,0,0,1,0,0,0,1,1,0
4815,42,9,48,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4816,51,10,50,0,0,1,0,1,0,0,0,0,1,1,0,1,0
4817,27,10,39,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4818,41,9,43,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4819,28,13,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4820,54,10,30,0,0,1,0,1,0,0,0,0,1,1,0,0,1
4821,49,9,30,1,0,0,1,0,0,0,0,0,1,1,0,1,0
4822,47,14,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4823,27,10,49,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4824,42,13,45,0,1,0,1,0,0,0,0,0,1,1,0,0,1
4825,32,9,40,1,0,0,1,0,0,0,1,0,0,1,0,1,0
4826,32,9,41,0,1,0,1,0,0,0,0,0,1,0,1,1,0
4827,27,14,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4828,29,9,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4829,22,11,30,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4830,41,9,40,0,1,0,1,0,0,0,0,0,1,0,1,0,1
4831,49,10,40,0,1,0,1,0,0,0,0,0,1,0,1,0,1
4832,58,9,50,0,0,1,1,0,0,0,0,0,1,0,1,1,0
4833,41,9,40,0,0,1,1,0,0,0,0,0,1,0,1,0,1
4834,26,5,35,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4835,21,9,55,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4836,37,13,50,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4837,23,13,20,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4838,42,10,40,0,0,1,1,0,0,0,0,0,1,0,1,0,1
4839,25,9,26,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4840,67,10,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4841,41,9,38,0,1,0,0,1,0,0,1,0,0,1,0,1,0
4842,49,14,50,0,1,0,1,0,0,0,0,0,1,1,0,0,1
4843,36,13,45,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4844,18,7,35,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4845,25,3,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4846,43,15,50,0,1,0,0,1,0,0,0,0,1,0,1,1,0
4847,38,16,36,1,0,0,1,0,0,0,0,0,1,1,0,0,1
4848,21,10,20,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4849,65,13,15,0,0,1,1,0,0,0,0,0,1,0,1,1,0
4850,66,11,35,1,0,0,1,0,0,0,0,0,1,1,0,1,0
4851,33,7,60,1,0,0,0,1,0,0,1,0,0,0,1,1,0
4852,51,9,38,1,0,0,1,0,0,0,1,0,0,1,0,1,0
4853,27,9,40,0,0,1,1,0,0,0,0,0,1,0,1,1,0
4854,17,8,16,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4855,32,13,45,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4856,38,9,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4857,43,10,40,0,1,0,0,1,0,0,0,0,1,1,0,1,0
4858,40,16,40,0,1,0,1,0,0,1,0,0,0,0,1,0,1
4859,63,13,35,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4860,42,12,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4861,43,13,40,0,1,0,0,1,0,0,0,0,1,0,1,0,1
4862,76,14,30,0,0,1,1,0,0,0,0,0,1,0,1,0,1
4863,41,15,45,0,1,0,1,0,0,0,0,0,1,0,1,0,1
4864,17,6,20,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4865,30,9,40,0,0,1,0,1,0,0,0,0,1,0,1,1,0
4866,30,13,50,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4867,22,10,25,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4868,28,9,52,1,0,0,0,1,0,0,1,0,0,1,0,1,0
4869,24,10,40,1,0,0,0,1,0,0,1,0,0,1,0,1,0
4870,47,6,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4871,34,11,50,0,0,1,0,1,0,0,0,0,1,0,1,1,0
4872,26,10,20,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4873,25,11,75,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4874,28,13,45,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4875,36,9,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4876,24,13,40,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4877,51,13,35,0,0,1,1,0,0,1,0,0,0,1,0,1,0
4878,44,13,50,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4879,18,8,12,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4880,54,10,40,0,1,0,1,0,0,0,0,0,1,0,1,0,1
4881,61,10,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4882,51,13,45,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4883,43,4,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4884,51,9,40,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4885,50,9,40,0,1,0,1,0,0,0,1,0,0,1,0,0,1
4886,24,10,30,1,0,0,1,0,0,0,0,0,1,0,1,1,0
4887,20,10,20,0,1,0,1,0,0,0,0,0,1,0,1,1,0
4888,52,13,40,1,0,0,0,1,0,0,0,0,1,0,1,0,1
4889,57,4,40,0,1,0,0,1,0,0,0,0,1,0,1,1,0
4890,49,10,60,0,0,1,1,0,0,0,0,0,1,0,1,1,0
4891,42,13,35,0,0,1,1,0,0,0,0,0,1,1,0,1,0
4892,22,7,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4893,38,10,40,1,0,0,1,0,0,0,0,0,1,0,1,0,1
4894,21,10,20,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4895,39,13,60,0,1,0,1,0,0,0,0,0,1,0,1,0,1
4896,52,10,35,0,0,1,0,1,0,0,0,0,1,1,0,1,0
4897,25,12,40,1,0,0,0,1,0,0,0,0,1,1,0,1,0
